Signal,Cluster_0,Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,Cluster_9,Cluster_10,Cluster_11,Cluster_12,Cluster_13
1,0.0,0.07692307692307693,0.1111111111111111,0.0,0.0,0.09090909090909091,0.5,0.15384615384615385,0.0,0.0,0.0,0.0,0.4,0.0
2,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.25,0.25,0.2,0.0
4,0.125,0.07692307692307693,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
6,0.0,0.038461538461538464,0.0,0.3333333333333333,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
9,0.0,0.07692307692307693,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.2,0.2
11,0.0,0.07692307692307693,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
12,0.125,0.038461538461538464,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0
13,0.0,0.038461538461538464,0.1111111111111111,0.0,0.14285714285714285,0.18181818181818182,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.2
14,0.0,0.11538461538461539,0.1111111111111111,0.0,0.14285714285714285,0.09090909090909091,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.4,0.6
15,0.125,0.07692307692307693,0.1111111111111111,0.0,0.14285714285714285,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,0.25,0.0,0.0
17,0.0,0.038461538461538464,0.0,0.3333333333333333,0.0,0.0,0.5,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
31,0.125,0.11538461538461539,0.1111111111111111,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
24,0.25,0.038461538461538464,0.0,0.0,0.14285714285714285,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.038461538461538464,0.0,0.0,0.2857142857142857,0.0,0.0,0.07692307692307693,0.0,0.3333333333333333,0.0,0.25,0.2,0.0
7,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2,0.0
23,0.0,0.038461538461538464,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.2,0.0
25,0.0,0.038461538461538464,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0
27,0.0,0.11538461538461539,0.1111111111111111,0.0,0.0,0.09090909090909091,0.0,0.07692307692307693,0.0,0.0,0.25,0.25,0.0,0.0
30,0.0,0.038461538461538464,0.0,0.0,0.0,0.09090909090909091,0.0,0.07692307692307693,0.0,0.3333333333333333,0.0,0.0,0.2,0.0
10,0.0,0.15384615384615385,0.0,0.3333333333333333,0.0,0.18181818181818182,0.0,0.15384615384615385,0.0,0.0,0.25,0.25,0.0,0.0
26,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.2
22,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.0
21,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.25,0.0,0.0,0.0
18,0.0,0.0,0.1111111111111111,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.15384615384615385,0.0,0.0,0.0,0.09090909090909091,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.2,0.0
20,0.0,0.15384615384615385,0.0,0.0,0.14285714285714285,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2
32,0.125,0.038461538461538464,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0
19,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
